batsman,runs,balls,dismissals,strike_rate,average,matches_played,Death,Middle,Powerplay,boundary_pct,dot_ball_pct,dismissal_rate,avg_pp_balls_per_match,avg_middle_balls_per_match,avg_death_balls_per_match
CH Morris,618,413,29,149.636803874092,21.310344827586206,49,160.45016077170416,107.36842105263158,242.85714285714283,60.517799352750814,32.445520581113804,14.241379310344827,0.14285714285714285,1.9387755102040816,6.346938775510204
CJ Anderson,538,436,22,123.39449541284404,24.454545454545453,29,159.0909090909091,118.70229007633588,81.25,64.31226765799256,45.87155963302752,19.818181818181817,2.206896551724138,9.03448275862069,3.793103448275862
CJ Ferguson,98,119,6,82.35294117647058,16.333333333333332,8,95.83333333333334,81.69014084507043,70.83333333333334,36.734693877551024,48.739495798319325,19.833333333333332,3.0,8.875,3.0
CJ Jordan,81,81,9,100.0,9.0,12,106.66666666666667,16.666666666666664,,37.03703703703704,46.913580246913575,9.0,0.0,0.5,6.25
CJ McKay,8,15,1,53.333333333333336,8.0,1,,53.333333333333336,,0.0,53.333333333333336,15.0,0.0,15.0,0.0
CK Kapugedera,16,24,3,66.66666666666666,5.333333333333333,3,71.42857142857143,33.33333333333333,,0.0,41.66666666666667,8.0,0.0,1.0,7.0
CK Langeveldt,8,9,2,88.88888888888889,4.0,2,140.0,25.0,,75.0,66.66666666666666,4.5,0.0,2.0,2.5
CL White,971,774,35,125.45219638242895,27.742857142857144,45,182.41206030150755,110.10989010989012,89.16666666666667,54.78887744593203,35.400516795865634,22.114285714285714,2.6666666666666665,10.11111111111111,4.4222222222222225
CM Gautam,169,158,9,106.9620253164557,18.77777777777778,13,122.22222222222223,93.87755102040816,106.25,61.53846153846154,53.16455696202531,17.555555555555557,4.923076923076923,3.769230769230769,3.4615384615384617
CR Brathwaite,181,120,14,150.83333333333334,12.928571428571429,14,184.7058823529412,68.57142857142857,,75.13812154696133,44.166666666666664,8.571428571428571,0.0,2.5,6.071428571428571
